X,Y,OBJECTID,NCESSCH,NMCNTY,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-83.53384309,32.88953072,21133,1.30315E+11,Jones County,2017-2018,GA,1303150,GA-684,Jones County,Mattie Wells Elementary School,101 Mattie Wells Dr,,,Macon,GA,31217,    ,(478)742-5959,PK,5,Not a virtual school,510,454,56,74,84,92,118,109,107,108,,,,,,,,,692,692,0,9,245,408,0,27,47.79999924,32.889537,-83.533847,41-Rural: Fringe,14.48,Yes,0,0,2,1,5,4,133,112,213,195,0,0,17,10,370,322,1,,,Regular school,Currently operational ,Elementary,3,No,No
-83.35813515,32.68278476,21134,1.30522E+11,Twiggs County,2017-2018,GA,1305220,GA-743,Twiggs County,Twiggs County High School,375 Watson Dr,,,Jeffersonville,GA,31044,    ,(478)945-3112,9,12,Not a virtual school,236,236,0,,,,,,,,,,,68,73,52,66,,259,259,0,3,160,90,0,6,19.89999962,32.682791,-83.358139,42-Rural: Distant,13.02,Yes,0,0,0,0,2,1,79,81,45,45,0,0,4,2,130,129,1,,,Regular school,Currently operational ,High,0,No,No
-82.97106723,33.29950361,21135,1.30264E+11,Hancock County,2017-2018,GA,1302640,GA-670,Hancock County,Hancock Central Middle School,11311 Ga Highway 15,,,Sparta,GA,31087,    ,(706)444-6652,6,8,Not a virtual school,207,207,0,,,,,,,,84,77,46,,,,,,207,207,0,0,203,3,0,1,13,33.29951,-82.971071,41-Rural: Fringe,15.92,Yes,0,0,0,0,0,0,111,92,1,2,0,0,0,1,112,95,1,,,Regular school,Currently operational ,Middle,0,No,No
-83.25858816,33.07240367,21136,1.30021E+11,Baldwin County,2017-2018,GA,1300210,GA-605,Baldwin County,Baldwin High School,155 Ga Highway 49 W,,,Milledgeville,GA,31061,    ,(478)453-6429,9,12,Not a virtual school,767,675,92,,,,,,,,,,,366,280,282,252,,1180,1180,0,24,834,274,0,37,79.90000153,33.07241,-83.258592,32-Town: Distant,14.77,Yes,0,0,5,6,14,10,391,443,128,146,0,0,22,15,560,620,1,,,Regular school,Currently operational ,High,11,No,No
-83.26678916,33.08341067,21137,1.30021E+11,Baldwin County,2017-2018,GA,1300210,GA-605,Baldwin County,Oak Hill MS,356 Blandy Rd NW,,,Milledgeville,GA,31061,    ,(478)457-3370,6,8,Not a virtual school,878,787,91,,,,,,,,376,385,380,,,,,,1141,1141,0,20,822,241,1,38,70,33.083417,-83.266793,32-Town: Distant,16.3,Yes,0,0,11,8,8,12,448,374,127,114,0,1,18,20,612,529,1,,,Regular school,Currently operational ,Middle,19,No,No
-82.97003323,33.30069161,21138,1.30264E+11,Hancock County,2017-2018,GA,1302640,GA-670,Hancock County,Hancock Central High School,11311 Ga Highway 15,,,Sparta,GA,31087,    ,(706)444-7009,9,12,Not a virtual school,247,247,0,,,,,,,,,,,74,60,66,47,,247,247,0,1,239,4,0,1,18,33.300698,-82.970037,41-Rural: Fringe,13.72,Yes,0,0,2,0,1,0,130,109,3,1,0,0,1,0,137,110,1,,,Regular school,Currently operational ,High,2,No,No
-82.97048723,33.28447461,21139,1.30264E+11,Hancock County,2017-2018,GA,1302640,GA-670,Hancock County,Lewis Elementary School,11145 Ga Highway 15,,,Sparta,GA,31087,    ,(706)444-7028,PK,5,Not a virtual school,423,423,0,59,62,68,53,58,59,64,,,,,,,,,423,423,0,6,401,11,1,4,33,33.284481,-82.970491,33-Town: Remote,12.82,Yes,0,0,0,0,4,2,204,197,3,8,1,0,2,2,214,209,1,,,Regular school,Currently operational ,Elementary,0,No,No
-83.69234812,31.26993109,21140,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Norman Park Elementary School,249 Weeks Ave,,,Norman Park,GA,31771,    ,(229)769-3612,PK,5,Not a virtual school,632,632,0,83,113,93,105,85,94,92,,,,,,,,,665,665,0,237,55,357,0,15,38.5,31.269937,-83.692352,42-Rural: Distant,17.27,Yes,0,0,1,0,118,119,35,20,203,154,0,0,8,7,365,300,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.91773305,31.32758008,21141,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Doerun Elementary School,111 Mathis Ave,,,Doerun,GA,31744,    ,(229)782-5276,PK,5,Not a virtual school,335,335,0,34,54,55,57,39,54,60,,,,,,,,,353,353,1,50,98,194,0,7,22.89999962,31.327586,-83.917737,42-Rural: Distant,15.41,Yes,1,0,1,2,20,30,45,53,97,97,0,0,2,5,166,187,1,,,Regular school,Currently operational ,Elementary,3,No,No
-83.80408309,31.2465441,21142,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Okapilco Elementary School,3300 Ga Highway 33 N,,,Moultrie,GA,31768,    ,(229)890-6191,PK,5,Not a virtual school,508,508,0,59,69,90,67,86,84,80,,,,,,,,,535,535,0,126,193,201,0,14,39.09999847,31.24655,-83.804087,41-Rural: Fringe,13.68,Yes,0,0,1,0,71,55,112,81,115,86,0,0,8,6,307,228,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.7872981,31.15517012,21143,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Wright Elementary School,1812 2nd St SE,,,Moultrie,GA,31768,    ,(229)890-6186,PK,5,Not a virtual school,579,579,0,62,86,81,82,95,99,104,,,,,,,,,609,609,0,63,161,376,0,8,37.79999924,31.155176,-83.787302,32-Town: Distant,16.11,Yes,0,0,0,1,37,26,82,79,202,174,0,0,6,2,327,282,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.79899509,31.19143711,21144,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,CA Gray Junior High School,812 11th Ave NW,,,Moultrie,GA,31768,    ,(229)890-6189,8,9,Not a virtual school,1190,1190,0,,,,,,,,,,631,621,,,,,1252,1252,3,348,340,509,0,35,105.4000015,31.191443,-83.798999,32-Town: Distant,11.88,Yes,1,2,12,5,184,164,170,170,288,221,0,0,16,19,671,581,1,,,Regular school,Currently operational ,Secondary,17,No,No
-83.79123209,31.17553811,21145,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Stringfellow Elementary School,200 5th Ave SW,,,Moultrie,GA,31768,    ,(229)890-6187,PK,5,Not a virtual school,287,287,0,22,48,48,42,58,36,48,,,,,,,,,302,302,1,76,189,21,0,15,21.89999962,31.175544,-83.791236,32-Town: Distant,13.79,Yes,1,0,0,0,40,36,96,93,10,11,0,0,8,7,155,147,1,,,Regular school,Currently operational ,Elementary,0,No,No
-83.87293407,31.20169811,21146,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Funston Elementary School,137 North Academy Street,,,Funston,GA,31753,    ,(229)941-2626,PK,5,Not a virtual school,416,416,0,61,49,68,69,67,65,59,,,,,,,,,438,438,0,233,49,144,0,12,25.89999962,31.201704,-83.872938,41-Rural: Fringe,16.91,Yes,0,0,0,0,111,122,21,28,73,71,0,0,7,5,212,226,1,,,Regular school,Currently operational ,Elementary,0,No,No
-83.7587621,31.2049471,21147,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Colquitt County High School,105 Darbyshire Road,,,Norman Park,GA,31771,    ,(229)890-6141,10,12,Not a virtual school,1722,1722,0,,,,,,,,,,,,628,632,552,,1812,1812,2,469,477,807,1,38,119.8000031,31.204953,-83.758766,41-Rural: Fringe,15.13,Yes,2,0,7,11,243,226,264,213,418,389,1,0,20,18,955,857,1,,,Regular school,Currently operational ,High,18,No,No
-83.79723609,31.10281713,21148,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Sunset Elementary School,698 US Highway 319 S,,,Moultrie,GA,31768,    ,(229)890-6184,PK,5,Not a virtual school,609,609,0,63,93,98,95,103,103,86,,,,,,,,,641,641,0,123,196,273,0,14,40.79999924,31.102823,-83.79724,41-Rural: Fringe,15.71,Yes,0,0,21,14,69,54,96,100,143,130,0,0,8,6,337,304,1,,,Regular school,Currently operational ,Elementary,35,No,No
-83.79422909,31.17027411,21149,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Willie J. Williams Middle School,950 4th St SW,,,Moultrie,GA,31768,    ,(229)890-6183,6,7,Not a virtual school,1328,1328,0,,,,,,,,717,681,,,,,,,1398,1398,1,412,370,569,2,31,96.69999695,31.17028,-83.794233,32-Town: Distant,14.46,Yes,1,0,5,8,229,183,209,161,280,289,1,1,14,17,739,659,1,,,Regular school,Currently operational ,Middle,13,No,No
-83.95268105,31.12665613,21150,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Hamilton Elementary School,5110 Ga Highway 111,,,Hartsfield,GA,31756,    ,(229)941-5594,PK,5,Not a virtual school,284,284,0,39,44,40,44,44,48,40,,,,,,,,,299,299,0,26,12,234,0,14,17.5,31.126662,-83.952685,42-Rural: Distant,17.09,Yes,0,0,4,9,8,18,8,4,129,105,0,0,8,6,157,142,1,,,Regular school,Currently operational ,Elementary,13,No,No
-83.7744871,31.16846411,21151,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Cox Elementary School,1275 11th Ave SE,,,Moultrie,GA,31768,    ,(229)890-6190,PK,5,Not a virtual school,600,600,0,66,96,114,102,96,88,69,,,,,,,,,631,631,0,286,285,42,1,16,44,31.16847,-83.774491,32-Town: Distant,14.34,Yes,0,0,0,1,139,147,148,137,27,15,0,1,8,8,322,309,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.66540313,31.11629712,21152,1.30138E+11,Colquitt County,2017-2018,GA,1301380,GA-635,Colquitt County,Odom Elementary School,2902 Sardis Church Rd,,,Moultrie,GA,31788,    ,(229)324-3313,PK,5,Not a virtual school,609,609,0,75,85,109,81,111,85,95,,,,,,,,,641,641,0,359,64,193,0,24,42.20000076,31.116303,-83.665407,42-Rural: Distant,15.19,Yes,0,0,0,1,161,198,37,27,95,98,0,0,14,10,307,334,1,,,Regular school,Currently operational ,Elementary,1,No,No
-85.18011855,34.1811095,21153,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Pepperell High School,3 Dragon Dr SE,,,Lindale,GA,30147,    ,(706)236-1844,9,12,Not a virtual school,596,596,0,,,,,,,,,,,293,206,180,193,,872,872,0,76,46,709,0,38,53.40000153,34.181116,-85.180123,41-Rural: Fringe,16.33,Yes,0,0,1,2,47,29,22,24,355,354,0,0,19,19,444,428,1,,,Regular school,Currently operational ,High,3,No,No
-85.17450654,34.36516846,21154,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Armuchee Elementary School,5075 Martha Berry Hwy NW,,,Rome,GA,30165,    ,(706)802-6758,3,5,Not a virtual school,268,268,0,,,,,120,135,137,,,,,,,,,392,392,0,25,14,332,0,17,26,34.365175,-85.174511,41-Rural: Fringe,15.08,Not Applicable,0,0,3,1,13,12,11,3,159,173,0,0,12,5,198,194,1,,,Regular school,Currently operational ,Elementary,4,No,No
-85.18506654,34.2191805,21155,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,McHenry Primary,100 McHenry Dr SW,,,Rome,GA,30161,    ,(706)236-1833,PK,2,Not a virtual school,106,106,0,55,37,32,31,,,,,,,,,,,,155,155,0,28,19,97,0,10,21,34.219187,-85.185071,23-Suburb: Small,7.38,Yes,0,0,1,0,13,15,9,10,51,46,0,0,5,5,79,76,1,,,Regular school,Currently operational ,Elementary,1,No,No
-85.18354655,34.16641451,21156,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Pepperell Middle School,200 Hughes Dairy Rd SE,,,Lindale,GA,30147,    ,(706)236-1849,6,8,Not a virtual school,470,470,0,,,,,,,,239,214,235,,,,,,688,688,0,65,59,544,0,18,49.79999924,34.166421,-85.183551,41-Rural: Fringe,13.82,No,0,0,0,2,29,36,31,28,295,249,0,0,8,10,363,325,1,,,Regular school,Currently operational ,Middle,2,No,No
-85.3041285,34.26331049,21157,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Coosa High School,4454 Alabama Hwy NW,,,Rome,GA,30165,    ,(706)236-1870,9,12,Not a virtual school,493,493,0,,,,,,,,,,,218,167,183,154,,722,722,0,151,79,453,0,35,42.70000076,34.263317,-85.304133,41-Rural: Fringe,16.91,Yes,0,0,3,1,80,71,40,39,215,238,0,0,18,17,356,366,1,,,Regular school,Currently operational ,High,4,No,No
-85.17627355,34.1801605,21158,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Pepperell Primary,1 Dragon Dr SE,,,Lindale,GA,30147,    ,(706)236-1835,PK,2,Not a virtual school,366,366,0,103,143,136,155,,,,,,,,,,,,537,537,1,26,17,479,0,14,35,34.180167,-85.176278,23-Suburb: Small,15.34,Yes,0,1,0,0,16,10,7,10,251,228,0,0,6,8,280,257,1,,,Regular school,Currently operational ,Elementary,0,No,No
-85.05614658,34.25736448,21159,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Johnson Elementary,1839 Morrison Camp Ground Rd,,,Rome,GA,30161,    ,(706)236-1830,PK,5,Not a virtual school,372,372,0,49,91,77,92,82,70,90,,,,,,,,,551,551,0,19,51,460,1,17,38,34.257371,-85.056151,41-Rural: Fringe,14.5,Not Applicable,0,0,2,1,12,7,30,21,239,221,1,0,10,7,294,257,1,,,Regular school,Currently operational ,Elementary,3,No,No
-85.3047285,34.26840249,21160,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Coosa Middle School,212 Eagle Dr NW,,,Rome,GA,30165,    ,(706)236-1856,6,8,Not a virtual school,389,389,0,,,,,,,,209,175,185,,,,,,569,569,2,107,57,375,0,25,40,34.268409,-85.304733,41-Rural: Fringe,14.23,No,2,0,0,3,52,55,30,27,190,185,0,0,14,11,288,281,1,,,Regular school,Currently operational ,Middle,3,No,No
-85.16417154,34.31376948,21161,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Glenwood Primary School,75 Glenwood School Rd NE,,,Rome,GA,30165,    ,(706)236-1855,PK,2,Not a virtual school,315,315,0,71,129,124,136,,,,,,,,,,,,460,460,0,17,14,389,0,29,31,34.313776,-85.164176,23-Suburb: Small,14.84,Not Applicable,0,0,5,6,12,5,8,6,204,185,0,0,17,12,246,214,1,,,Regular school,Currently operational ,Elementary,11,No,No
-85.3360035,34.11074352,21162,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Cave Spring Elementary School,13 Rome Rd SW,,,Cave Spring,GA,30124,    ,(706)777-3371,PK,5,Not a virtual school,168,168,0,23,39,36,36,31,40,40,,,,,,,,,245,245,0,6,8,221,0,8,18,34.11075,-85.336008,42-Rural: Distant,13.61,Yes,0,0,0,2,2,4,5,3,106,115,0,0,5,3,118,127,1,,,Regular school,Currently operational ,Elementary,2,No,No
-85.09916256,34.30798847,21163,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Model Elementary School,3200 Calhoun Rd NE,,,Rome,GA,30161,    ,(706)236-1827,PK,5,Not a virtual school,377,377,0,49,87,72,86,79,83,96,,,,,,,,,552,552,0,21,15,504,0,12,34.09999847,34.307995,-85.099167,41-Rural: Fringe,16.19,Not Applicable,0,0,0,0,8,13,8,7,280,224,0,0,5,7,301,251,1,,,Regular school,Currently operational ,Elementary,0,No,No
-85.23931652,34.28377548,21164,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Garden Lakes Elementary School,2903 Garden Lakes Blvd NW,,,Rome,GA,30165,    ,(706)236-1865,PK,5,Not a virtual school,479,479,0,68,104,116,98,96,103,117,,,,,,,,,702,702,1,132,88,448,0,31,43,34.283782,-85.239321,23-Suburb: Small,16.33,Yes,1,0,1,1,69,63,52,36,220,228,0,0,16,15,359,343,1,,,Regular school,Currently operational ,Elementary,2,No,No
-85.23402753,34.25965249,21165,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Alto Park Elementary School,528 Burnett Ferry Rd SW,,,Rome,GA,30165,    ,(706)236-1892,PK,5,Not a virtual school,331,331,0,46,74,70,66,59,77,93,,,,,,,,,485,485,0,182,43,221,0,31,36.29999924,34.259659,-85.234032,23-Suburb: Small,13.36,Yes,0,0,3,5,86,96,24,19,117,104,0,0,17,14,247,238,1,,,Regular school,Currently operational ,Elementary,8,No,No
-85.18529555,34.16467351,21166,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Pepperell Elementary,270 Hughes Dairy Rd SE,,,Lindale,GA,30147,    ,(706)290-8527,3,5,Not a virtual school,440,440,0,,,,,183,224,237,,,,,,,,,644,644,0,51,46,518,1,27,41,34.16468,-85.1853,41-Rural: Fringe,15.71,Yes,0,0,1,0,27,24,26,20,279,239,1,0,16,11,350,294,1,,,Regular school,Currently operational ,Elementary,1,No,No
-85.09537356,34.30696647,21167,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Model Middle School,164 Barron Rd NE,,,Rome,GA,30161,    ,(706)290-8150,6,8,Not a virtual school,383,383,0,,,,,,,,177,194,191,,,,,,562,562,1,14,34,495,0,16,38.59999847,34.306973,-85.095378,41-Rural: Fringe,14.56,Not Applicable,0,1,1,1,9,5,18,16,264,231,0,0,8,8,300,262,1,,,Regular school,Currently operational ,Middle,2,No,No
-85.09899956,34.30994447,21168,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Model High,3252 Calhoun Rd NE,,,Rome,GA,30161,    ,(706)236-1895,9,12,Not a virtual school,483,483,0,,,,,,,,,,,214,179,142,172,,707,707,1,33,49,602,0,16,37.09999847,34.309951,-85.099004,41-Rural: Fringe,19.06,Not Applicable,0,1,4,2,17,16,30,19,322,280,0,0,8,8,381,326,1,,,Regular school,Currently operational ,High,6,No,No
-85.16693354,34.38713946,21169,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Armuchee Middle School,471 Floyd Springs Rd NE,,,Armuchee,GA,30105,    ,(706)378-7924,6,8,Not a virtual school,275,275,0,,,,,,,,153,119,130,,,,,,402,402,0,14,14,354,0,18,29.39999962,34.387146,-85.166938,41-Rural: Fringe,13.67,Not Applicable,0,0,1,1,8,6,8,6,180,174,0,0,7,11,204,198,1,,,Regular school,Currently operational ,Middle,2,No,No
-85.17502354,34.34267747,21170,1.30219E+11,Floyd County,2017-2018,GA,1302190,GA-657,Floyd County,Armuchee High School,4203 Martha Berry Hwy NW,,,Rome,GA,30165,    ,(706)236-1888,9,12,Not a virtual school,377,377,0,,,,,,,,,,,152,152,122,126,,552,552,0,17,22,492,0,15,32.70000076,34.342684,-85.175028,23-Suburb: Small,16.88,Not Applicable,0,0,3,3,5,12,15,7,260,232,0,0,4,11,287,265,1,,,Regular school,Currently operational ,High,6,No,No
-85.15247055,34.28695348,21171,1.30444E+11,Floyd County,2017-2018,GA,1304440,GA-785,Rome City,Rome High School,1000 Veterans Memorial Hwy NE,,,Rome,GA,30161,    ,(706)235-9653,9,12,Not a virtual school,1089,969,120,,,,,,,,,,,537,500,487,341,,1865,1865,1,602,584,551,1,59,98.59999847,34.28696,-85.152475,13-City: Small,18.91,Yes,1,0,27,40,314,288,291,293,289,262,1,0,30,29,953,912,1,,,Regular school,Currently operational ,High,67,No,No
-85.14897455,34.28775948,21172,1.30444E+11,Floyd County,2017-2018,GA,1304440,GA-785,Rome City,Rome Middle School,1020 Veterans Memorial Hwy NE,,,Rome,GA,30161,    ,(706)235-4695,7,8,Not a virtual school,680,604,76,,,,,,,,,478,481,,,,,,959,959,0,309,344,254,1,28,64.5,34.287766,-85.148979,13-City: Small,14.87,Yes,0,0,12,11,173,136,167,177,125,129,1,0,16,12,494,465,1,,,Regular school,Currently operational ,Middle,23,No,No
-85.21109453,34.27738548,21173,1.30444E+11,Floyd County,2017-2018,GA,1304440,GA-785,Rome City,West Central Elementary School,409 Lavender Dr NW,,,Rome,GA,30165,    ,(706)235-8836,PK,6,Not a virtual school,652,652,0,49,68,69,84,83,96,105,98,,,,,,,,652,652,0,389,136,75,0,27,52.40000153,34.277392,-85.211099,13-City: Small,12.44,Yes,0,0,14,11,208,181,54,82,45,30,0,0,11,16,332,320,1,,,Regular school,Currently operational ,Elementary,25,No,No
-85.20687653,34.26600449,21174,1.30444E+11,Floyd County,2017-2018,GA,1304440,GA-785,Rome City,Elm Street Elementary,8 S Elm St SW,,,Rome,GA,30165,    ,(706)232-5313,PK,6,Not a virtual school,565,565,0,22,70,69,84,74,82,88,76,,,,,,,,565,565,0,346,151,47,0,18,39.29999924,34.266011,-85.206881,13-City: Small,14.38,Yes,0,0,1,2,187,159,70,81,30,17,0,0,11,7,299,266,1,,,Regular school,Currently operational ,Elementary,3,No,No
-85.16066755,34.23361349,21175,1.30444E+11,Floyd County,2017-2018,GA,1304440,GA-785,Rome City,East Central Elementary School,1502 Dean Ave SE,,,Rome,GA,30161,    ,(706)232-8310,PK,6,Not a virtual school,545,545,0,4,77,78,76,76,100,71,63,,,,,,,,545,545,1,68,158,275,1,28,37.79999924,34.23362,-85.160672,13-City: Small,14.42,Yes,0,1,5,9,39,29,79,79,145,130,1,0,19,9,288,257,1,,,Regular school,Currently operational ,Elementary,14,No,No
-85.14177255,34.26637048,21176,1.30444E+11,Floyd County,2017-2018,GA,1304440,GA-785,Rome City,North Heights Elementary School,26 Atteiram Dr NE,,,Rome,GA,30161,    ,(706)295-4442,PK,6,Not a virtual school,485,485,0,51,65,74,51,68,54,62,60,,,,,,,,485,485,2,66,339,50,0,28,36.09999847,34.266377,-85.141777,13-City: Small,13.43,Yes,1,1,0,0,30,36,166,173,30,20,0,0,15,13,242,243,1,,,Regular school,Currently operational ,Elementary,0,No,No
-85.23248353,34.27010749,21177,1.30444E+11,Floyd County,2017-2018,GA,1304440,GA-785,Rome City,West End Elementary School,5 Brown Fox Dr SW,,,Rome,GA,30165,    ,(706)234-9366,PK,6,Not a virtual school,817,817,0,26,91,110,105,105,117,125,138,,,,,,,,817,817,1,269,196,262,0,49,48,34.270114,-85.232488,13-City: Small,17.02,Yes,0,1,22,18,139,130,97,99,105,157,0,0,24,25,387,430,1,,,Regular school,Currently operational ,Elementary,40,No,No
-81.57306575,30.75369414,21178,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Saint Marys Middle School,205 Martha Dr,,,Saint Marys,GA,31558,    ,(912)882-8626,6,8,Not a virtual school,455,349,106,,,,,,,,315,315,333,,,,,,963,963,3,101,206,572,1,68,61,30.7537,-81.573069,32-Town: Distant,15.79,Yes,1,2,4,8,50,51,114,92,282,290,0,1,33,35,484,479,1,,,Regular school,Currently operational ,Middle,12,No,No
-81.70633971,30.96377209,21179,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Woodbine Elementary School,495 Broadwood Dr,,,Woodbine,GA,31569,    ,(912)576-5245,PK,5,Not a virtual school,255,228,27,34,56,56,55,57,88,57,,,,,,,,,403,403,0,12,94,273,0,23,25,30.963778,-81.706343,42-Rural: Distant,16.12,Yes,0,0,1,0,6,6,49,45,135,138,0,0,11,12,202,201,1,,,Regular school,Currently operational ,Elementary,1,No,No
-81.71481171,30.80131513,21180,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Kingsland Elementary School,900 W King Ave,,,Kingsland,GA,31548,    ,(912)729-5246,PK,5,Not a virtual school,233,208,25,28,58,62,60,71,70,67,,,,,,,,,416,416,2,38,53,281,1,41,24,30.801321,-81.714815,41-Rural: Fringe,17.33,Yes,2,0,0,0,19,19,27,26,142,139,1,0,22,19,213,203,1,,,Regular school,Currently operational ,Elementary,0,No,No
-81.54633476,30.72814014,21181,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Saint Marys Elementary School,600 Osborne St,,,Saint Marys,GA,31558,    ,(912)882-4839,PK,5,Not a virtual school,350,310,40,30,123,109,123,101,80,104,,,,,,,,,670,670,0,52,134,409,2,69,40,30.728146,-81.546338,32-Town: Distant,16.75,Yes,0,0,2,2,22,30,71,63,210,199,2,0,37,32,344,326,1,,,Regular school,Currently operational ,Elementary,4,No,No
-81.64675373,30.81920513,21182,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Camden County High School,6300 Laurel Island Pkwy,,,Kingsland,GA,31548,    ,(912)729-7318,9,12,Not a virtual school,1087,928,159,,,,,,,,,,,662,690,622,561,,2535,2535,5,184,587,1544,4,162,160.3999939,30.819211,-81.646757,41-Rural: Fringe,15.8,Yes,4,1,20,29,84,100,293,294,773,771,3,1,78,84,1255,1280,1,,,Regular school,Currently operational ,High,49,No,No
-81.66483473,30.77729014,21183,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,David L Rainer Elementary School,850 May Creek Dr,,,Kingsland,GA,31548,    ,(912)729-9071,PK,5,Not a virtual school,264,217,47,25,64,76,90,64,62,69,,,,,,,,,450,450,0,35,99,271,1,38,28,30.777296,-81.664838,32-Town: Distant,16.07,Yes,0,0,4,2,17,18,50,49,140,131,1,0,15,23,227,223,1,,,Regular school,Currently operational ,Elementary,6,No,No
-81.59116975,30.76983414,21184,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Mary Lee Clark Elementary School,2900 Mickler Dr,,,Saint Marys,GA,31558,    ,(912)882-4373,PK,5,Not a virtual school,268,219,49,22,91,88,79,83,88,70,,,,,,,,,521,521,2,51,128,295,0,39,30,30.76984,-81.591173,32-Town: Distant,17.37,Yes,1,1,0,6,32,19,63,65,146,149,0,0,24,15,266,255,1,,,Regular school,Currently operational ,Elementary,6,No,No
-81.64367173,30.79491813,21185,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Camden Middle School,1300 Middle School Rd,,,Kingsland,GA,31548,    ,(912)729-3113,6,8,Not a virtual school,565,482,83,,,,,,,,329,355,337,,,,,,1021,1021,5,65,240,601,3,93,62,30.794924,-81.643675,32-Town: Distant,16.47,Yes,4,1,6,8,37,28,123,117,309,292,2,1,43,50,524,497,1,,,Regular school,Currently operational ,Middle,14,No,No
-81.59376175,30.80245813,21186,1.30078E+11,Camden County,2017-2018,GA,1300780,GA-620,Camden County,Sugarmill Elementary,2885 Winding Rd,,,Saint Marys,GA,31558,    ,(912)882-8191,PK,5,Not a virtual school,234,174,60,34,99,81,76,79,93,82,,,,,,,,,544,544,0,44,110,340,0,39,31,30.802464,-81.593765,32-Town: Distant,17.55,Yes,0,0,7,4,21,23,64,46,196,144,0,0,17,22,305,239,1,,,Regular school,Currently operational ,Elementary,11,No,No
