X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,NMCNTY,STUTERATIO,TITLEI,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-9407998.535,3995936.073,88175,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Kindezi,286 Wilson Mill Rd SW,,Atlanta,GA,30331,    ,(404)671-4920,KG,8,Not Virtual,414,414,0,,45,58,59,64,48,47,32,32,29,,,,,,414,414,0,7,382,14,1,9,61.29999924,33.754816,-84.513549,11-City: Large,Fulton County,6.8,1-Yes,1-Yes,0,0,1,0,3,4,197,185,9,5,0,1,3,6,213,201,1,,,Regular school,Currently operational ,Elementary,1,Yes,No
-9403847.155,3986648.238,88176,1.30022E+11,2018-2019,GA,1300217,GA-7830310,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,2575 Dodson Dr,,East Point,GA,30344,    ,(404)472-3529,6,12,Not Virtual,163,133,30,,,,,,,,53,60,69,43,21,17,18,,281,281,1,4,269,4,0,2,29.70000076,33.685351,-84.476181,21-Suburb: Large,Fulton County,9.5,1-Yes,1-Yes,1,0,1,0,4,0,269,0,4,0,0,0,2,0,281,0,1,,,Regular school,Currently operational ,High,1,Yes,No
-9431575.112,3705858.493,88177,1.30022E+11,2018-2019,GA,1300218,GA-7830210,Commission Charter Schools- Pataula Charter Academy,Pataula Charter Academy,18637 Hartford St,,Edison,GA,39846,    ,(229)354-4001,KG,12,Not Virtual,389,335,54,,45,46,46,45,46,47,46,46,46,47,50,41,43,,594,594,1,32,154,385,0,12,35.40000153,31.561127,-84.725331,43-Rural: Remote,Calhoun County,16.8,1-Yes,1-Yes,1,0,6,4,18,14,89,65,185,200,0,0,7,5,306,288,1,,,Regular school,Currently operational ,Other,10,Yes,No
-9408012.124,3997039.349,88178,1.30022E+11,2018-2019,GA,1300221,GA-7830410,Commission Charter Schools- Atlanta Heights Charter School,Atlanta Heights Charter School,3712 Martin Luther King Jr Dr,,Atlanta,GA,30331,    ,(404)472-3003,KG,8,Not Virtual,709,644,65,,80,91,99,88,85,71,85,81,79,,,,,,759,759,2,31,719,2,1,3,31,33.762973,-84.513714,11-City: Large,Fulton County,24.5,1-Yes,1-Yes,2,0,0,1,12,19,354,365,1,1,0,1,0,3,369,390,1,,,Regular school,Currently operational ,Elementary,1,Yes,No
-9416335.267,3934751.391,88179,1.30022E+11,2018-2019,GA,1300222,GA-7830610,Commission Charter Schools- Coweta Charter Academy,Coweta Charter Academy,6675 Highway 16,,Senoia,GA,30276,    ,(770)599-0228,KG,8,Not Virtual,164,128,36,,100,107,90,105,110,109,59,49,51,,,,,,780,780,3,47,130,553,6,33,48,33.296619,-84.588354,41-Rural: Fringe,Coweta County,16.3,1-Yes,2-No,1,2,4,4,18,29,71,59,288,265,2,4,18,15,402,378,1,,,Regular school,Currently operational ,Elementary,8,Yes,No
-9464881.273,3994971.815,88180,1.30084E+11,2018-2019,GA,1300840,GA-622,Carroll County,Providence Elementary School,287 Rainey Rd,,Temple,GA,30179,    ,(770)562-3076,PK,5,Not Virtual,258,199,59,25,55,67,66,75,72,87,,,,,,,,,447,447,0,26,22,361,0,36,26.20000076,33.747614,-85.024508,41-Rural: Fringe,Carroll County,17.1,1-Yes,1-Yes,0,0,2,0,13,13,12,10,185,176,0,0,22,14,234,213,1,,,Regular school,Currently operational ,Elementary,2,No,No
-9129475.593,3608833.947,88181,1.30099E+11,2018-2019,GA,1300990,GA-624,Charlton County,Bethune Middle School,285 Little Phoebe Church Rd,,Folkston,GA,31537,    ,(912)496-2360,4,8,Not Virtual,443,342,101,,,,,,131,117,104,122,116,,,,,,590,590,4,17,193,330,0,42,37.09999847,30.815623,-82.011463,41-Rural: Fringe,Charlton County,15.9,1-Yes,1-Yes,4,0,2,2,8,9,96,97,182,148,0,0,24,18,316,274,1,,,Regular school,Currently operational ,Middle,4,No,No
-9043003.232,3786133.907,88182,1.30102E+11,2018-2019,GA,1301020,GA-625,Savannah-Chatham County,Godley Station School,2135 Benton Blvd,,Savannah,GA,31407,    ,(912)395-6000,PK,8,Not Virtual,621,510,111,12,194,191,175,198,189,211,179,181,190,,,,,,1720,1720,14,181,664,596,2,128,105.5999985,32.17368,-81.234669,12-City: Mid-size,Chatham County,16.3,Not Applicable,Not Applicable,4,10,69,66,107,74,323,341,315,281,1,1,70,58,889,831,1,,,Regular school,Currently operational ,Elementary,135,No,No
-9024379.775,3771389.247,88183,1.30102E+11,2018-2019,GA,1301020,GA-625,Savannah-Chatham County,Shuman Elementary School,415 Goebel Ave,,Savannah,GA,31404,    ,(912)395-4500,PK,5,Not Virtual,623,603,20,59,111,93,89,116,126,122,,,,,,,,,716,716,1,60,606,31,0,16,40,32.061509,-81.067383,12-City: Mid-size,Chatham County,17.9,1-Yes,1-Yes,1,0,2,0,35,25,297,309,22,9,0,0,9,7,366,350,1,,,Regular school,Currently operational ,Elementary,2,No,No
-9017680.494,3768230.886,88184,1.30102E+11,2018-2019,GA,1301020,GA-625,Savannah-Chatham County,Islands High School,170 Whitemarsh Island Rd,,Savannah,GA,31410,    ,(912)395-2000,9,12,Not Virtual,308,255,53,,,,,,,,,,,300,241,251,224,,1016,1016,1,73,182,660,0,53,60.59999847,32.037341,-81.007267,21-Suburb: Large,Chatham County,16.8,Not Applicable,Not Applicable,1,0,22,25,32,41,97,85,324,336,0,0,31,22,507,509,1,,,Regular school,Currently operational ,High,47,No,No
-9404370.324,4044375.976,88185,1.30111E+11,2018-2019,GA,1301110,GA-628,Cherokee County,River Ridge High School,400 Arnold Mill Rd,,Woodstock,GA,30188,    ,(770)721-6500,9,12,Not Virtual,401,306,95,,,,,,,,,,,577,513,432,379,,1901,1901,2,377,173,1217,0,68,106.8000031,34.115801,-84.480873,21-Suburb: Large,Cherokee County,17.8,Not Applicable,Not Applicable,1,1,28,36,203,174,74,99,642,575,0,0,36,32,984,917,1,,,Regular school,Currently operational ,High,64,No,No
-9390924.202,3952559.079,88186,1.30123E+11,2018-2019,GA,1301230,GA-631,Clayton County,Eddie White Middle School,11808 Panhandle Rd,,Hampton,GA,30228,    ,(770)472-2441,6,8,Not Virtual,725,725,0,,,,,,,,280,255,245,,,,,,780,780,0,78,659,19,0,18,40,33.430175,-84.360136,41-Rural: Fringe,Clayton County,19.5,1-Yes,1-Yes,0,0,3,3,50,28,337,322,7,12,0,0,6,12,403,377,1,,,Regular school,Currently operational ,Middle,6,No,No
-9364093.106,4076394.58,88187,1.30165E+11,2018-2019,GA,1301650,GA-642,Dawson County,Riverview Elementary School,370 Dawson Forrest Road,,Dawsonville,GA,30534,    ,(706)265-3246,PK,5,Not Virtual,192,150,42,60,76,56,46,52,55,53,,,,,,,,,398,398,0,19,3,365,0,11,32.59999847,34.353642,-84.119128,41-Rural: Fringe,Dawson County,12.2,1-Yes,1-Yes,0,0,0,0,5,14,2,1,194,171,0,0,1,10,202,196,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9366029.511,3988444.771,88188,1.30174E+11,2018-2019,GA,1301740,GA-644,DeKalb County,Leadership Preparatory Academy,6400 Woodrow Rd,,Lithonia,GA,30038,    ,(404)656-3103,KG,8,Not Virtual,294,249,45,,56,39,59,43,45,45,55,56,53,,,,,,451,451,0,12,434,2,0,2,40.5,33.698927,-84.136492,21-Suburb: Large,DeKalb County,11.1,1-Yes,1-Yes,0,0,0,1,5,7,216,218,1,1,0,0,2,0,224,227,1,,,Regular school,Currently operational ,Elementary,1,Yes,No
-9242255.88,3593811.486,88189,1.30195E+11,2018-2019,GA,1301950,GA-650,Echols County,Echols County Elementary/Middle School,229 US Highway 129 S,,Statenville,GA,31648,    ,(229)559-5413,PK,8,Not Virtual,604,604,0,64,86,69,73,59,56,69,66,53,67,,,,,,662,662,6,316,18,311,0,10,43,30.699578,-83.024662,42-Rural: Distant,Echols County,15.4,1-Yes,1-Yes,4,2,1,0,142,174,10,8,175,136,0,0,5,5,337,325,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9364493.976,4060061.683,88190,1.30222E+11,2018-2019,GA,1302220,GA-658,Forsyth County,Forsyth Virtual Academy,1130 Dahlonega Hwy,,Cumming,GA,30040,    ,(678)965-4970,6,12,Full Virtual,3,-1,-1,,,,,,,,2,8,9,7,5,13,14,,58,58,0,2,0,52,0,3,4.300000191,34.23241,-84.122694,21-Suburb: Large,Forsyth County,13.5,Not Applicable,Not Applicable,0,0,1,0,0,2,0,0,20,32,0,0,0,3,21,37,1,,,Regular school,Currently operational ,High,1,No,No
-9404492.623,3980656.38,88191,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Main Street Charter Academy,2861 Lakeshore Dr,,College Park,GA,30337,    ,(404)668-0261,KG,8,Not Virtual,477,393,84,,91,90,99,100,95,95,96,97,78,,,,,,841,841,1,38,756,31,0,12,46,33.64068,-84.482061,21-Suburb: Large,Fulton County,18.3,1-Yes,1-Yes,0,1,1,2,20,18,363,393,14,17,0,0,6,6,404,437,1,,,Regular school,Currently operational ,Elementary,3,Yes,No
-9408052.89,3974961.292,88192,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Feldwood Elementary School,5790 Feldwood Rd,,College Park,GA,30349,    ,(470)254-2001,PK,5,Not Virtual,752,752,0,30,114,105,121,105,146,131,,,,,,,,,752,752,2,20,718,9,0,3,51.09999847,33.59799,-84.514052,21-Suburb: Large,Fulton County,14.7,1-Yes,1-Yes,1,1,0,0,10,10,360,358,5,4,0,0,3,0,379,373,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9356524.142,4038567.084,88193,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Roberts Elementary School,251 Highway 23 NE,,Suwanee,GA,30024,    ,(678)745-2370,PK,5,Not Virtual,137,102,35,23,123,131,113,125,135,170,,,,,,,,,820,820,0,78,95,293,1,62,52.5,34.072591,-84.051091,21-Suburb: Large,Gwinnett County,15.6,Not Applicable,Not Applicable,0,0,157,134,40,38,50,45,154,139,0,1,28,34,429,391,1,,,Regular school,Currently operational ,Elementary,291,No,No
-9357740.34,4033056.3,88194,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Burnette Elementary School,3221 McGinnis Ferry Road,,Suwanee,GA,30024,    ,(678)546-2170,PK,5,Not Virtual,202,144,58,17,119,104,97,108,102,110,,,,,,,,,657,657,3,87,179,190,0,44,49.09999847,34.031552,-84.062162,21-Suburb: Large,Gwinnett County,13.4,Not Applicable,Not Applicable,1,2,73,81,48,39,95,84,100,90,0,0,24,20,341,316,1,,,Regular school,Currently operational ,Elementary,154,No,No
-9364385.265,4022214.722,88195,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Ferguson Elementary School,1755 Centerview Dr,,Duluth,GA,30096,    ,(678)245-5450,PK,5,Not Virtual,732,643,89,28,127,140,141,134,138,148,,,,,,,,,856,856,0,469,285,33,1,14,67.19999695,33.950825,-84.121763,21-Suburb: Large,Gwinnett County,12.7,1-Yes,1-Yes,0,0,24,30,248,221,153,132,18,15,1,0,4,10,448,408,1,,,Regular school,Currently operational ,Elementary,54,No,No
-9369841.171,4030588.792,88196,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,New Life Academy of Excellence,4725 River Green Pkwy,,Duluth,GA,30096,    ,(678)720-9870,KG,8,Not Virtual,222,141,81,,111,65,79,73,57,75,30,49,32,,,,,,571,571,0,107,383,34,0,28,33,34.01329,-84.170711,21-Suburb: Large,Gwinnett County,17.3,Not Applicable,Not Applicable,0,0,9,10,55,52,173,210,16,18,0,0,12,16,265,306,1,,,Regular school,Currently operational ,Elementary,19,Yes,No
-9344593.171,4007595.303,88197,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Grace Snell Middle School,3800 Brushy Fork Rd,,Loganville,GA,30052,    ,(770)554-7750,6,8,Not Virtual,868,722,146,,,,,,,,431,411,399,,,,,,1241,1241,5,201,886,85,3,39,76.90000153,33.84185,-83.94406,21-Suburb: Large,Gwinnett County,16.1,1-Yes,1-Yes,2,3,14,8,100,101,447,439,47,38,3,0,22,17,635,606,1,,,Regular school,Currently operational ,Middle,22,No,No
-9354424.671,4040338.974,88198,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Lanier High School,918 Buford Hwy,,Sugar Hill,GA,30518,    ,(678)765-4040,9,12,Not Virtual,647,495,152,,,,,,,,,,,504,473,438,453,,1868,1868,1,485,364,808,2,82,104.8000031,34.085958,-84.032206,21-Suburb: Large,Gwinnett County,17.8,Not Applicable,Not Applicable,1,0,71,55,255,230,174,190,432,376,1,1,48,34,982,886,1,,,Regular school,Currently operational ,High,126,No,No
-9356401.842,3998698.549,88199,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Anderson-Livsey Elementary School,4521 Centerville Hwy,,Snellville,GA,30039,    ,(678)344-2082,PK,5,Not Virtual,559,474,85,9,108,113,120,125,138,136,,,,,,,,,749,749,0,163,490,46,1,36,48,33.775493,-84.050071,21-Suburb: Large,Gwinnett County,15.6,1-Yes,1-Yes,0,0,6,7,79,84,259,231,24,22,1,0,21,15,390,359,1,,,Regular school,Currently operational ,Elementary,13,No,No
-9347141.072,4023443.408,88200,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Jenkins Elementary School,12 Village Way,,Lawrenceville,GA,30046,    ,(678)407-8900,PK,5,Not Virtual,712,631,81,7,126,117,141,141,166,152,,,,,,,,,850,850,1,296,439,73,0,26,54.5,33.960083,-83.966769,21-Suburb: Large,Gwinnett County,15.6,1-Yes,1-Yes,1,0,6,9,168,128,203,236,40,33,0,0,12,14,430,420,1,,,Regular school,Currently operational ,Elementary,15,No,No
-9307713.154,3830960.758,88201,1.30288E+11,2018-2019,GA,1302880,GA-676,Houston County,Veterans High School,340 Piney Grove Rd,,Kathleen,GA,31047,    ,(478)218-7537,9,12,Not Virtual,449,334,115,,,,,,,,,,,422,443,440,354,,1659,1659,2,115,434,992,4,86,91.59999847,32.513912,-83.61274,22-Suburb: Mid-size,Houston County,18.1,Not Applicable,Not Applicable,1,1,13,13,67,48,198,236,498,494,1,3,43,43,821,838,1,,,Regular school,Currently operational ,High,26,No,No
-9294586.368,3894015.912,88202,1.30315E+11,2018-2019,GA,1303150,GA-684,Jones County,Turner Woods Elementary School,144 Willie L Fluellen Dr,,Gray,GA,31032,    ,(478)986-2222,PK,5,Not Virtual,268,225,43,76,66,90,92,105,90,113,,,,,,,,,632,632,0,15,78,516,2,19,38.09999847,32.990192,-83.494754,41-Rural: Fringe,Jones County,16.6,1-Yes,1-Yes,0,0,1,1,8,7,45,33,264,252,2,0,10,9,330,302,1,,,Regular school,Currently operational ,Elementary,2,No,No
-9439769.161,4025622.604,88203,1.30402E+11,2018-2019,GA,1304020,GA-710,Paulding County,WC Abney Elementary,1186 Colbert Rd,,Dallas,GA,30132,    ,(770)443-8000,PK,5,Not Virtual,401,328,73,20,235,203,188,203,215,207,,,,,,,,,1271,1271,5,97,261,837,4,58,74,33.976312,-84.798891,41-Rural: Fringe,Paulding County,17.2,Not Applicable,Not Applicable,2,3,4,5,46,51,129,132,422,415,2,2,35,23,640,631,1,,,Regular school,Currently operational ,Elementary,9,No,No
-9157597.625,3665275.036,88204,1.30414E+11,2018-2019,GA,1304140,GA-713,Pierce County,Midway Elementary School,3244 Midway Church Rd,,Blackshear,GA,31516,    ,(912)807-0084,PK,5,Not Virtual,272,232,40,44,80,76,74,64,84,72,,,,,,,,,494,494,0,53,8,410,0,19,33.20000076,31.250136,-82.264094,41-Rural: Fringe,Pierce County,14.9,1-Yes,1-Yes,0,0,2,2,28,25,4,4,198,212,0,0,8,11,240,254,1,,,Regular school,Currently operational ,Elementary,4,No,No
-9486276.846,4022263.867,88205,1.3042E+11,2018-2019,GA,1304200,GA-715,Polk County,Youngs Grove Elementary School,601 Wooten Rd,,Cedartown,GA,30125,    ,(770)748-3821,PK,5,Not Virtual,463,463,0,46,87,72,74,82,85,96,,,,,,,,,542,542,3,126,46,344,0,23,40.5,33.951263,-85.216706,41-Rural: Fringe,Polk County,13.4,1-Yes,1-Yes,2,1,0,0,68,58,20,26,173,171,0,0,8,15,271,271,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9401054.656,3996124.031,89523,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,KIPP Atlanta Collegiate Academy,98 Anderson Ave NW,,Atlanta,GA,30314,    ,(404)326-4858,9,12,Not Virtual,775,775,0,,,,,,,,,,,229,200,184,162,,775,775,1,13,755,0,0,6,62.20000076,33.756188,-84.451238,11-City: Large,Fulton County,12.5,1-Yes,1-Yes,1,0,0,0,6,7,351,404,0,0,0,0,2,4,360,415,1,,,Regular school,Currently operational ,High,0,Yes,No
-9501163.382,4041873.195,89524,1.30022E+11,2018-2019,GA,1300223,GA-7991895,State Schools- Georgia School for the Deaf,Georgia School for the Deaf,232 Perry Farm Rd SW,,Cave Spring,GA,30124,    ,(706)777-2200,PK,12,Not Virtual,53,46,7,3,1,3,5,4,7,2,8,8,6,3,7,6,9,,72,72,0,13,24,30,0,1,19.79999924,34.097164,-85.350427,42-Rural: Distant,Floyd County,3.6,Not Applicable,Not Applicable,0,0,4,0,8,5,13,11,19,11,0,0,1,0,45,27,1,,,Special education school,Currently operational ,Other,4,No,No
-9313943.621,3875156.905,89525,1.30022E+11,2018-2019,GA,1300224,GA-7991894,State Schools- Georgia Academy for the Blind,Georgia Academy for the Blind,2895 Vineville Ave,,Macon,GA,31204,    ,(478)751-6083,KG,12,Not Virtual,59,43,16,,1,1,1,3,6,8,9,8,9,7,6,15,22,,96,96,0,4,50,36,0,3,34.29999924,32.848075,-83.668621,12-City: Mid-size,Bibb County,2.8,Not Applicable,Not Applicable,0,0,0,3,2,2,32,18,22,14,0,0,2,1,58,38,1,,,Special education school,Currently operational ,Other,3,No,No
-9377546.023,4002336.552,89526,1.30023E+11,2018-2019,GA,1300225,GA-7991893,State Schools- Atlanta Area School for the Deaf,Atlanta Area School for the Deaf,890 N Indian Creek Dr,,Clarkston,GA,30021,    ,(404)298-4868,PK,12,Not Virtual,108,81,27,7,4,2,8,4,9,9,14,9,12,15,17,16,47,,173,173,0,49,92,27,0,0,42,33.802719,-84.239938,21-Suburb: Large,DeKalb County,4.1,Not Applicable,Not Applicable,0,0,1,4,23,26,53,39,18,9,0,0,0,0,95,78,1,,,Special education school,Currently operational ,Other,5,No,No
-9387295.991,3994734.848,89527,1.30023E+11,2018-2019,GA,1300226,GA-7820612,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,Ivy Preparatory Academy- Inc,1807 Memorial Dr SE,,Atlanta,GA,30317,    ,(404)622-2727,KG,8,Not Virtual,252,232,20,,36,59,69,55,47,50,70,75,48,,,,,,509,509,1,26,478,0,0,3,32.29999924,33.745915,-84.327536,21-Suburb: Large,DeKalb County,15.8,1-Yes,1-Yes,0,1,0,1,0,26,0,478,0,0,0,0,0,3,0,509,1,,,Regular school,Currently operational ,Elementary,1,Yes,No
-9360791.026,4028736.462,89528,1.30023E+11,2018-2019,GA,1300227,GA-7820412,State Charter Schools- Georgia Connections Academy,Georgia Connections Academy,2763 Meadow Church Rd Ste 208,,Duluth,GA,30097,    ,(678)825-3258,6,12,Full Virtual,1769,1309,460,,,,,,,,533,686,721,752,708,548,422,,4370,4370,16,347,1477,2196,11,247,100.4000015,33.999374,-84.089389,21-Suburb: Large,Gwinnett County,43.5,1-Yes,1-Yes,6,10,34,42,134,213,678,799,943,1253,3,8,93,154,1891,2479,1,,,Regular school,Currently operational ,High,76,Yes,No
-9410383.37,4050532.702,89529,1.30023E+11,2018-2019,GA,1300230,GA-7820212,State Charter Schools- Cherokee Charter Academy,Cherokee Charter Academy,2126 Sixes Rd,,Canton,GA,30114,    ,(678)385-7322,KG,8,Not Virtual,185,153,32,,88,105,112,110,102,93,82,68,65,,,,,,825,825,0,126,146,531,0,9,59,34.161721,-84.534998,21-Suburb: Large,Cherokee County,14,1-Yes,2-No,0,0,5,8,57,69,71,75,274,257,0,0,5,4,412,413,1,,,Regular school,Currently operational ,Elementary,13,Yes,No
-9319433.498,4019577.588,89530,1.30029E+11,2018-2019,GA,1300290,GA-607,Barrow County,Alternative School,54 Star St W,,Bethlehem,GA,30620,    ,(770)867-2900,N ,N ,Not Virtual,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,8,33.93115,-83.717901,31-Town: Fringe,Barrow County,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,-2,-2,1,,,Alternative/other school,Currently operational ,Not applicable,,No,No
-9311341.365,3871372.564,89531,1.30042E+11,2018-2019,GA,1300420,GA-611,Bibb County,Elam Alexander Academy,2051 2nd St,,Macon,GA,31201,    ,(478)779-3930,N ,N ,Not Virtual,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,52,32.819474,-83.645231,12-City: Mid-size,Bibb County,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,-2,-2,1,,,Alternative/other school,Currently operational ,Not applicable,,No,No
-9032587.413,3775799.514,89532,1.30102E+11,2018-2019,GA,1301020,GA-625,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,151 Coach Joe Turner St,,Savannah,GA,31408,    ,(912)395-6750,9,12,Not Virtual,443,381,62,22,,,,,,,,,,169,178,165,149,,683,683,0,88,462,70,0,49,43.29999924,32.095043,-81.14113,12-City: Mid-size,Chatham County,15.8,Not Applicable,Not Applicable,0,0,7,7,44,44,153,309,33,37,0,0,16,33,253,430,1,,,Regular school,Currently operational ,High,14,No,No
-9401910.75,4055780.867,89533,1.30111E+11,2018-2019,GA,1301110,GA-628,Cherokee County,Indian Knoll Elementary,3635 Univeter Rd,,Canton,GA,30115,    ,(770)721-6600,PK,5,Not Virtual,273,226,47,28,141,136,150,153,160,177,,,,,,,,,945,945,0,168,36,690,0,40,56,34.200767,-84.458855,21-Suburb: Large,Cherokee County,16.9,Not Applicable,Not Applicable,0,0,6,5,87,81,20,16,347,343,0,0,24,16,484,461,1,,,Regular school,Currently operational ,Elementary,11,No,No
-9324474.945,3654884.096,89534,1.30138E+11,2018-2019,GA,1301380,GA-635,Colquitt County,Colquitt County Achievement Center,1800 Park Ave SE,,Moultrie,GA,31768,    ,(229)890-6197,8,12,Not Virtual,67,67,0,,,,,,,,,,4,12,15,16,23,,70,70,0,13,38,16,0,3,10.30000019,31.170262,-83.763177,32-Town: Distant,Colquitt County,6.8,1-Yes,2-No,0,0,0,0,6,7,26,12,14,2,0,0,2,1,48,22,1,,,Regular school,Currently operational ,High,0,No,Yes
-9154961.397,3961420.24,89535,1.30141E+11,2018-2019,GA,1301410,GA-636,Columbia County,Baker Place Elementary,2011 Hero Way,,Grovetown,GA,30813,    ,(706)447-2115,PK,5,Not Virtual,245,149,96,44,147,155,156,165,138,179,,,,,,,,,984,984,1,146,255,460,3,100,58,33.496575,-82.240392,41-Rural: Fringe,Columbia County,17,Not Applicable,Not Applicable,0,1,11,8,66,80,143,112,228,232,0,3,58,42,506,478,1,,,Regular school,Currently operational ,Elementary,19,No,No
-9383097.05,3998780.29,89536,1.30168E+11,2018-2019,GA,1301680,GA-773,City Schools of Decatur,New Glennwood Elementary,440 E Ponce de Leon Ave,,Decatur,GA,30030,    ,(404)370-4435,PK,3,Not Virtual,31,28,3,22,67,71,89,69,,,,,,,,,,,318,318,0,13,49,198,0,37,22.79999924,33.776103,-84.289789,21-Suburb: Large,DeKalb County,13.9,Not Applicable,Not Applicable,0,0,12,9,4,9,28,21,94,104,0,0,22,15,160,158,1,,,Regular school,Currently operational ,Elementary,21,No,No
-9379856.12,3998486.028,89537,1.30174E+11,2018-2019,GA,1301740,GA-644,DeKalb County,Museum School Avondale Estates,3191 Covington Hwy,,Avondale Estates,GA,30002,    ,(404)292-9760,KG,8,Not Virtual,140,107,33,,59,60,61,60,67,66,72,72,62,,,,,,579,579,0,37,170,330,1,29,46.29999924,33.773881,-84.260763,21-Suburb: Large,DeKalb County,12.5,Not Applicable,Not Applicable,0,0,4,8,16,21,87,83,178,152,0,1,14,15,299,280,1,,,Regular school,Currently operational ,Elementary,12,Yes,No
-9425032.102,3985423.49,89538,1.30186E+11,2018-2019,GA,1301860,GA-648,Douglas County,New Manchester High School,4925 Highway 92,,Douglasville,GA,30135,    ,(770)651-2700,9,12,Not Virtual,1024,837,187,,,,,,,,,,,445,392,404,392,,1633,1633,3,175,1284,104,0,60,104.1999969,33.676271,-84.666555,21-Suburb: Large,Douglas County,15.7,Not Applicable,Not Applicable,1,2,3,4,88,87,648,636,51,53,0,0,34,26,825,808,1,,,Regular school,Currently operational ,High,7,No,No
-9231391.63,3834313.067,89539,1.30187E+11,2018-2019,GA,1301870,GA-774,Dublin City,Moore Street Facility,1405 W Moore St,,Dublin,GA,31021,    ,(478)353-8400,6,12,Not Virtual,55,55,0,,,,,,,,4,6,6,9,7,11,12,,55,55,0,1,50,3,0,1,5,32.539286,-82.927015,33-Town: Remote,Laurens County,11,1-Yes,1-Yes,0,0,0,0,0,1,31,19,2,1,0,0,1,0,34,21,1,,,Regular school,Currently operational ,High,0,No,No
-9230868.461,3835900.909,89540,1.30187E+11,2018-2019,GA,1301870,GA-774,Dublin City,Hillcrest Elementary,1100 Edgewood Dr,,Dublin,GA,31021,    ,(478)353-8200,PK,4,Not Virtual,522,522,0,64,93,87,80,101,97,,,,,,,,,,522,522,0,10,469,23,0,11,30.5,32.551285,-82.922287,33-Town: Remote,Laurens County,17.1,1-Yes,1-Yes,0,0,3,6,5,5,225,244,13,10,0,0,3,8,249,273,1,,,Regular school,Currently operational ,Elementary,9,No,No
-9406374.673,3974186.391,89541,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Hapeville Charter Career Academy,6045 Buffington Rd,,Atlanta,GA,30349,    ,(404)766-0101,9,12,Not Virtual,421,340,81,,,,,,,,,,,151,147,141,125,,564,564,0,57,493,7,0,5,36,33.592162,-84.498956,21-Suburb: Large,Fulton County,15.7,1-Yes,1-Yes,0,0,0,2,31,26,272,221,5,2,0,0,4,1,312,252,1,,,Regular school,Currently operational ,High,2,Yes,No
-9353228.856,4020683.144,89542,1.30255E+11,2018-2019,GA,1302550,GA-667,Gwinnett County,Moore Middle School,1221 Lawrenceville Hwy,,Lawrenceville,GA,30046,    ,(678)226-7100,6,8,Not Virtual,762,669,93,,,,,,,,321,302,338,,,,,,961,961,0,393,363,112,2,40,62.5,33.939467,-84.021468,21-Suburb: Large,Gwinnett County,15.4,1-Yes,1-Yes,0,0,33,18,209,184,173,190,63,49,2,0,20,20,500,461,1,,,Regular school,Currently operational ,Middle,51,No,No
